82;0;0;0;
249;1500;1000;500;
270;1236;736;500;
279;1761;1261;500;
287;1394;1052;342;
294;1174;934;240;
301;1029;846;183;
307;938;795;143;
314;870;764;106;
320;812;748;64;
326;824;748;76;
332;782;728;54;
338;1490;1445;45;
345;1453;1425;28;
352;1434;1415;19;
358;1420;1403;17;
365;1406;1392;14;
372;1401;1388;13;
379;1392;1380;12;
386;1398;1380;18;
393;1385;1368;17;
405;2742;2726;16;
412;2729;2716;13;
423;2717;2707;10;
431;2707;2697;10;
439;2699;2689;10;
446;2690;2680;10;
453;2681;2671;10;
460;2691;2671;20;
469;2674;2655;19;
479;5288;5271;17;
489;5285;5268;17;
499;5274;5257;17;
508;5261;5244;17;
517;5245;5228;17;
525;5228;5211;17;
538;5211;5194;17;
546;5228;5194;34;
555;5196;5162;34;
566;8834;8801;33;
578;8906;8874;32;
591;8968;8936;32;
603;9008;8976;32;
615;9020;8988;32;
625;9037;9005;32;
638;9045;9013;32;
654;9103;9046;57;
666;9076;9015;61;
677;9980;9919;61;
690;9963;9902;61;
702;9969;9908;61;
713;9968;9907;61;
724;9965;9904;61;
735;9957;9896;61;
745;9958;9897;61;
756;9970;9896;74;
766;9958;9875;83;
776;9968;9879;89;
791;9966;9874;92;
801;9958;9862;96;
812;9957;9858;99;
823;9951;9849;102;
833;9945;9843;102;
843;9928;9824;104;
854;9944;9821;123;
864;9931;9800;131;
877;9911;9764;147;
888;9905;9750;155;
899;9864;9703;161;
910;9852;9680;172;
923;9826;9648;178;
935;9797;9616;181;
948;9759;9576;183;
961;9758;9550;208;
973;9740;9515;225;
985;9698;9450;248;
996;9639;9373;266;
1008;9574;9291;283;
1020;9488;9181;307;
1032;9403;9083;320;
1044;9319;8993;326;
1060;9228;8902;326;
1072;9166;8817;349;
1083;9084;8723;361;
1094;8997;8604;393;
1105;8861;8449;412;
1115;8739;8309;430;
1126;8577;8133;444;
1138;8428;7968;460;
1148;8263;7798;465;
1159;8090;7634;456;
1170;7988;7512;476;
1180;7809;7324;485;
1191;7662;7150;512;
1201;7484;6957;527;
1211;7301;6765;536;
1221;7141;6590;551;
1231;6950;6396;554;
1241;6731;6191;540;
1251;6533;6016;517;
1261;6397;5861;536;
1270;6225;5682;543;
1280;6043;5498;545;
1290;5842;5273;569;
1299;5633;5051;582;
1308;5452;4847;605;
1323;5218;4610;608;
1332;4956;4365;591;
1341;4724;4165;559;
1349;4562;4010;552;
1358;4383;3838;545;
1366;4184;3656;528;
1375;4030;3504;526;
1383;3853;3338;515;
1391;3696;3199;497;
1398;3547;3079;468;
1406;3383;2944;439;
1413;3215;2817;398;
1421;3137;2733;404;
1428;3030;2624;406;
1435;2921;2516;405;
1442;2817;2414;403;
1449;2723;2335;388;
1456;2621;2234;387;
1463;2562;2177;385;
1470;2455;2095;360;
1477;2378;2068;310;
1483;2336;2051;285;
1490;2309;2037;272;
1497;2308;2061;247;
1503;2308;2096;212;
1510;2350;2167;183;
1516;2385;2217;168;
1523;2459;2287;172;
1530;2504;2351;153;
1536;2646;2504;142;
1543;2771;2644;127;
1550;2883;2758;125;
1557;3011;2886;125;
1564;3128;3010;118;
1571;3326;3212;114;
1578;3482;3367;115;
1585;3667;3563;104;
1592;3808;3731;77;
1599;4064;4001;63;
1606;4285;4230;55;
1614;4519;4476;43;
1622;4780;4749;31;
1630;4982;4962;20;
1639;5249;5231;18;
1647;5512;5494;18;
1656;5799;5780;19;
1665;6031;6012;19;
1674;6367;6346;21;
1684;6589;6568;21;
1694;6869;6847;22;
1703;7144;7122;22;
1714;7341;7319;22;
1725;7569;7546;23;
1735;7796;7766;30;
1746;7988;7957;31;
1757;8202;8170;32;
1768;8433;8400;33;
1779;8610;8576;34;
1790;8768;8732;36;
1801;8915;8879;36;
1813;9038;9002;36;
1825;9161;9124;37;
1836;9292;9251;41;
1857;9397;9353;44;
1868;9504;9456;48;
1880;9603;9550;53;
1891;9686;9628;58;
1901;9727;9667;60;
1912;9774;9708;66;
1923;9804;9738;66;
1934;9814;9746;68;
1945;9874;9803;71;
1956;9889;9811;78;
1966;9890;9805;85;
1976;9885;9792;93;
1986;9874;9773;101;
1997;9854;9748;106;
2007;9841;9728;113;
2018;9809;9698;111;
2028;9787;9676;111;
2039;9764;9651;113;
2050;9748;9622;126;
2060;9735;9596;139;
2070;9696;9551;145;
2080;9683;9521;162;
2091;9623;9456;167;
2101;9582;9407;175;
2112;9516;9335;181;
2122;9461;9276;185;
2132;9399;9217;182;
2143;9362;9164;198;
2153;9312;9098;214;
2163;9250;9024;226;
2173;9214;8964;250;
2184;9117;8859;258;
2194;9025;8771;254;
2270;8928;8676;252;
2280;8832;8584;248;
2291;8734;8491;243;
2302;8677;8419;258;
2312;8622;8346;276;
2323;8537;8261;276;
2333;8492;8195;297;
2343;8377;8082;295;
2353;8272;7978;294;
2363;8177;7875;302;
2376;8077;7770;307;
2387;7973;7676;297;
2397;7926;7615;311;
2413;7845;7509;336;
2424;7739;7395;344;
2434;7673;7303;370;
2444;7542;7165;377;
2454;7404;7028;376;
2464;7283;6899;384;
2473;7163;6770;393;
2483;7007;6633;374;
2492;6891;6508;383;
2502;6809;6408;401;
2511;6682;6286;396;
2521;6590;6177;413;
2531;6467;6045;422;
2540;6343;5925;418;
2550;6226;5811;415;
2559;6082;5670;412;
2568;5950;5567;383;
2577;5833;5436;397;
2586;5753;5345;408;
2595;5643;5236;407;
2604;5539;5135;404;
2613;5445;5051;394;
2622;5401;5003;398;
2630;5303;4920;383;
2639;5199;4828;371;
2647;5138;4783;355;
2656;5096;4727;369;
2665;5032;4662;370;
2674;4972;4610;362;
2682;4938;4575;363;
2691;4897;4564;333;
2699;4891;4551;340;
2708;4858;4516;342;
2716;4819;4468;351;
2725;4808;4464;344;
2733;4785;4426;359;
2742;4783;4433;350;
2751;4752;4412;340;
2760;4720;4390;330;
2769;4793;4455;338;
2778;4833;4486;347;
2791;4801;4465;336;
2800;4784;4443;341;
2808;4781;4448;333;
2817;4780;4439;341;
2826;4789;4448;341;
2834;4783;4452;331;
2843;4792;4483;309;
2851;4839;4544;295;
2860;4861;4576;285;
2869;4858;4575;283;
2877;4864;4602;262;
2886;4933;4686;247;
2895;5021;4770;251;
2904;5082;4849;233;
2912;5148;4945;203;
2921;5274;5078;196;
2929;5408;5229;179;
2938;5491;5316;175;
2946;5560;5406;154;
2955;5661;5529;132;
2964;5806;5695;111;
2973;5919;5817;102;
2981;6048;5958;90;
2990;6201;6120;81;
2999;6414;6332;82;
3008;6605;6532;73;
3017;6719;6648;71;
3026;6852;6781;71;
3036;6960;6889;71;
3046;7066;6995;71;
3056;7191;7114;77;
3066;7318;7240;78;
3077;7492;7414;78;
3087;7701;7589;112;
3098;7858;7741;117;
3108;7904;7784;120;
3119;8003;7882;121;
3131;8070;7951;119;
3142;8146;8032;114;
3154;8243;8130;113;
3164;8331;8216;115;
3175;8463;8349;114;
3186;8669;8517;152;
3197;8739;8576;163;
3208;8732;8561;171;
3220;8745;8567;178;
3231;8753;8580;173;
3243;8794;8631;163;
3254;8815;8651;164;
3266;8857;8691;166;
3277;8905;8740;165;
3289;9002;8796;206;
3300;9003;8781;222;
3311;8947;8716;231;
3323;8902;8662;240;
3334;8833;8591;242;
3346;8747;8515;232;
3357;8694;8456;238;
3368;8633;8387;246;
3381;8556;8313;243;
3393;8549;8270;279;
3405;8458;8156;302;
3416;8360;8050;310;
3429;8239;7923;316;
3441;8130;7816;314;
3452;8017;7703;314;
3463;7927;7608;319;
3485;7824;7511;313;
3495;7706;7388;318;
3505;7661;7296;365;
3515;7562;7161;401;
3524;7420;7009;411;
3534;7299;6890;409;
3546;7151;6757;394;
3555;7010;6628;382;
3565;6919;6535;384;
3574;6817;6434;383;
3584;6710;6326;384;
3593;6617;6197;420;
3602;6483;6040;443;
3612;6325;5879;446;
3621;6200;5749;451;
3629;6068;5627;441;
3638;5976;5539;437;
3647;5847;5414;433;
3656;5780;5348;432;
3664;5675;5241;434;
3673;5557;5109;448;
3682;5438;4973;465;
3690;5312;4833;479;
3699;5226;4741;485;
3707;5122;4643;479;
3716;5051;4572;479;
3724;4926;4466;460;
3732;4850;4415;435;
